indicator,timepoint,module,value,row_order
Inflammation | CRP,T01,Inflammation,0.387,1
Metabolic | C_Peptide,T17,Metabolic,-2.121,15
Metabolic | C_Peptide,T18,Metabolic,-1.324,15
Metabolic | C_Peptide,T19,Metabolic,0.044,15
Metabolic | C_Peptide,T20,Metabolic,-0.46,15
Metabolic | C_Peptide,T21,Metabolic,-0.353,15
Metabolic | C_Peptide,T22,Metabolic,1.175,15
Metabolic | C_Peptide,T23,Metabolic,0.264,15
Metabolic | C_Peptide,T24,Metabolic,0.953,15
Metabolic | C_Peptide,T25,Metabolic,-0.17,15
Metabolic | C_Peptide,T26,Metabolic,1.341,15
Metabolic | C_Peptide,T27,Metabolic,0.694,15
Metabolic | C_Peptide,T28,Metabolic,0.812,15
Metabolic | C_Peptide,T29,Metabolic,0.48,15
Metabolic | C_Peptide,T30,Metabolic,-0.198,15
Metabolic | C_Peptide,T31,Metabolic,-0.168,15
Metabolic | C_Peptide,T32,Metabolic,-0.729,15
Metabolic | C_Peptide,T33,Metabolic,0.043,15
Metabolic | C_Peptide,T34,Metabolic,-0.758,15
Metabolic | C_Peptide,T35,Metabolic,-1.539,15
Metabolic | C_Peptide,T36,Metabolic,-1.538,15
Metabolic | FFA,T01,Metabolic,-1.441,16
Metabolic | FFA,T02,Metabolic,-0.56,16
Metabolic | FFA,T03,Metabolic,-1.146,16
Metabolic | FFA,T04,Metabolic,-0.59,16
Metabolic | FFA,T05,Metabolic,-0.631,16
Metabolic | FFA,T06,Metabolic,-0.673,16
Metabolic | FFA,T07,Metabolic,-0.399,16
Metabolic | FFA,T08,Metabolic,-0.309,16
Metabolic | FFA,T09,Metabolic,-1.057,16
Metabolic | FFA,T10,Metabolic,0.1,16
Metabolic | FFA,T11,Metabolic,0.572,16
Metabolic | FFA,T12,Metabolic,1.018,16
Metabolic | FFA,T13,Metabolic,0.836,16
Metabolic | FFA,T14,Metabolic,-0.578,16
Metabolic | FFA,T15,Metabolic,-0.498,16
Metabolic | FFA,T16,Metabolic,-1.044,16
Metabolic | FFA,T17,Metabolic,0.191,16
Metabolic | FFA,T18,Metabolic,0.331,16
Metabolic | FFA,T19,Metabolic,0.5,16
Metabolic | FFA,T20,Metabolic,0.806,16
Metabolic | FFA,T21,Metabolic,1.501,16
Metabolic | FFA,T22,Metabolic,1.57,16
Metabolic | FFA,T23,Metabolic,1.588,16
Metabolic | FFA,T24,Metabolic,1.333,16
Metabolic | FFA,T25,Metabolic,1.03,16
Metabolic | FFA,T26,Metabolic,1.398,16
Metabolic | FFA,T27,Metabolic,1.321,16
Metabolic | FFA,T28,Metabolic,0.759,16
Metabolic | FFA,T29,Metabolic,0.38,16
Metabolic | FFA,T30,Metabolic,0.492,16
Metabolic | FFA,T31,Metabolic,0.215,16
Metabolic | FFA,T32,Metabolic,-1.099,16
Metabolic | FFA,T33,Metabolic,-1.294,16
Metabolic | FFA,T34,Metabolic,-1.333,16
Metabolic | FFA,T35,Metabolic,-1.433,16
Metabolic | FFA,T36,Metabolic,-1.855,16
Lipid | TC,T01,Lipid,1.888,17
Lipid | TC,T02,Lipid,1.777,17
Lipid | TC,T03,Lipid,1.781,17
Lipid | TC,T04,Lipid,1.832,17
Lipid | TC,T05,Lipid,1.311,17
Lipid | TC,T06,Lipid,1.058,17
Lipid | TC,T07,Lipid,0.536,17
Lipid | TC,T08,Lipid,0.297,17
Lipid | TC,T09,Lipid,-0.257,17
Lipid | TC,T10,Lipid,-0.264,17
Lipid | TC,T11,Lipid,-0.521,17
Lipid | TC,T12,Lipid,-0.692,17
Lipid | TC,T13,Lipid,-0.597,17
Lipid | TC,T14,Lipid,-0.288,17
Lipid | TC,T15,Lipid,-0.308,17
Lipid | TC,T16,Lipid,0.071,17
Lipid | TC,T17,Lipid,0.198,17
Lipid | TC,T18,Lipid,-0.262,17
Lipid | TC,T19,Lipid,-0.202,17
Lipid | TC,T20,Lipid,-0.886,17
Lipid | TC,T21,Lipid,-1.018,17
Lipid | TC,T22,Lipid,-1.411,17
Lipid | TC,T23,Lipid,-1.173,17
Lipid | TC,T24,Lipid,-1.519,17
Lipid | TC,T25,Lipid,-1.486,17
Lipid | TC,T26,Lipid,-1.088,17
Lipid | TC,T27,Lipid,-0.985,17
Lipid | TC,T28,Lipid,-0.944,17
Lipid | TC,T29,Lipid,-0.458,17
Lipid | TC,T30,Lipid,-0.571,17
Lipid | TC,T31,Lipid,-0.178,17
Lipid | TC,T32,Lipid,0.173,17
Lipid | TC,T33,Lipid,0.661,17
Lipid | TC,T34,Lipid,1.018,17
Lipid | TC,T35,Lipid,1.245,17
Lipid | TC,T36,Lipid,1.263,17
Lipid | LDL_C,T01,Lipid,1.468,18
Lipid | LDL_C,T02,Lipid,1.946,18
Lipid | LDL_C,T03,Lipid,2.047,18
Lipid | LDL_C,T04,Lipid,1.829,18
Lipid | LDL_C,T05,Lipid,1.417,18
Lipid | LDL_C,T06,Lipid,0.773,18
Lipid | LDL_C,T07,Lipid,0.419,18
Lipid | LDL_C,T08,Lipid,0.314,18
Lipid | LDL_C,T09,Lipid,-0.677,18
Lipid | LDL_C,T10,Lipid,-1.039,18
Lipid | LDL_C,T11,Lipid,-0.997,18
Lipid | LDL_C,T12,Lipid,-1.327,18
Lipid | LDL_C,T13,Lipid,-1.38,18
Lipid | LDL_C,T14,Lipid,-0.741,18
Lipid | LDL_C,T15,Lipid,-0.607,18
Lipid | LDL_C,T16,Lipid,-0.466,18
Lipid | LDL_C,T17,Lipid,-0.439,18
Lipid | LDL_C,T18,Lipid,0.022,18
Lipid | LDL_C,T19,Lipid,-0.495,18
Lipid | LDL_C,T20,Lipid,-0.55,18
Lipid | LDL_C,T21,Lipid,-0.883,18
Lipid | LDL_C,T22,Lipid,-1.253,18
Lipid | LDL_C,T23,Lipid,-1.265,18
Lipid | LDL_C,T24,Lipid,-0.852,18
Lipid | LDL_C,T25,Lipid,-0.661,18
Lipid | LDL_C,T26,Lipid,-0.96,18
Lipid | LDL_C,T27,Lipid,-0.368,18
Lipid | LDL_C,T28,Lipid,-0.271,18
Lipid | LDL_C,T29,Lipid,-0.219,18
Lipid | LDL_C,T30,Lipid,0.184,18
Lipid | LDL_C,T31,Lipid,0.154,18
Lipid | LDL_C,T32,Lipid,0.532,18
Lipid | LDL_C,T33,Lipid,0.732,18
Lipid | LDL_C,T34,Lipid,1.022,18
Lipid | LDL_C,T35,Lipid,1.296,18
Lipid | LDL_C,T36,Lipid,1.296,18
Lipid | HDL_C,T01,Lipid,1.943,19
Lipid | HDL_C,T02,Lipid,1.741,19
Lipid | HDL_C,T03,Lipid,1.867,19
Lipid | HDL_C,T04,Lipid,1.299,19
Lipid | HDL_C,T05,Lipid,0.9,19
Lipid | HDL_C,T06,Lipid,0.885,19
Lipid | HDL_C,T07,Lipid,-0.031,19
Lipid | HDL_C,T08,Lipid,-0.49,19
Lipid | HDL_C,T09,Lipid,-0.84,19
Lipid | HDL_C,T10,Lipid,-1.622,19
Lipid | HDL_C,T11,Lipid,-1.564,19
Lipid | HDL_C,T12,Lipid,-1.685,19
Lipid | HDL_C,T13,Lipid,-1.445,19
Lipid | HDL_C,T14,Lipid,-1.207,19
Lipid | HDL_C,T15,Lipid,-0.723,19
Lipid | HDL_C,T16,Lipid,-0.58,19
Lipid | HDL_C,T17,Lipid,-0.452,19
Lipid | HDL_C,T18,Lipid,0.147,19
Lipid | HDL_C,T19,Lipid,-0.613,19
Lipid | HDL_C,T20,Lipid,-0.795,19
Lipid | HDL_C,T21,Lipid,-0.619,19
Lipid | HDL_C,T22,Lipid,-0.503,19
Lipid | HDL_C,T23,Lipid,-0.696,19
Lipid | HDL_C,T24,Lipid,-0.374,19
Lipid | HDL_C,T25,Lipid,-0.675,19
Lipid | HDL_C,T26,Lipid,-0.174,19
Lipid | HDL_C,T27,Lipid,-0.226,19
Lipid | HDL_C,T28,Lipid,0.392,19
Lipid | HDL_C,T29,Lipid,0.083,19
Lipid | HDL_C,T30,Lipid,0.227,19
Lipid | HDL_C,T31,Lipid,0.654,19
Lipid | HDL_C,T32,Lipid,0.88,19
Lipid | HDL_C,T33,Lipid,0.81,19
Lipid | HDL_C,T34,Lipid,1.093,19
Lipid | HDL_C,T35,Lipid,1.221,19
Lipid | HDL_C,T36,Lipid,1.172,19
Lipid | TG,T01,Lipid,1.029,20
Lipid | TG,T02,Lipid,1.419,20
Lipid | TG,T03,Lipid,1.344,20
Lipid | TG,T04,Lipid,1.215,20
Lipid | TG,T05,Lipid,0.765,20
Lipid | TG,T06,Lipid,-0.006,20
Lipid | TG,T07,Lipid,-0.076,20
Lipid | TG,T08,Lipid,-0.79,20
Lipid | TG,T09,Lipid,-1.437,20
Lipid | TG,T10,Lipid,-1.837,20
Lipid | TG,T11,Lipid,-2.206,20
Lipid | TG,T12,Lipid,-1.873,20
Lipid | TG,T13,Lipid,-2.186,20
Lipid | TG,T14,Lipid,-1.619,20
Lipid | TG,T15,Lipid,-0.864,20
Lipid | TG,T16,Lipid,0.167,20
Lipid | TG,T17,Lipid,0.435,20
Lipid | TG,T18,Lipid,-0.056,20
Lipid | TG,T19,Lipid,0.557,20
Lipid | TG,T20,Lipid,0.342,20
Lipid | TG,T21,Lipid,-0.451,20
Lipid | TG,T22,Lipid,-0.844,20
Lipid | TG,T23,Lipid,-0.186,20
Lipid | TG,T24,Lipid,0.296,20
Lipid | TG,T25,Lipid,0.649,20
Lipid | TG,T26,Lipid,0.274,20
Lipid | TG,T27,Lipid,1.01,20
Lipid | TG,T28,Lipid,0.095,20
Lipid | TG,T29,Lipid,0.486,20
Lipid | TG,T30,Lipid,0.4,20
Lipid | TG,T31,Lipid,0.708,20
Lipid | TG,T32,Lipid,0.724,20
Lipid | TG,T33,Lipid,0.675,20
Lipid | TG,T34,Lipid,0.207,20
Lipid | TG,T35,Lipid,0.82,20
Lipid | TG,T36,Lipid,0.814,20
Lipid | ApoB,T01,Lipid,0.209,21
Lipid | ApoB,T02,Lipid,0.164,21
Lipid | ApoB,T03,Lipid,1.322,21
Lipid | ApoB,T04,Lipid,0.794,21
Lipid | ApoB,T05,Lipid,0.164,21
Lipid | ApoB,T06,Lipid,0.177,21
Lipid | ApoB,T07,Lipid,-0.123,21
Lipid | ApoB,T08,Lipid,-0.875,21
Lipid | ApoB,T09,Lipid,-2.004,21
Lipid | ApoB,T10,Lipid,-1.252,21
Lipid | ApoB,T11,Lipid,-1.855,21
Lipid | ApoB,T12,Lipid,-2.305,21
Lipid | ApoB,T13,Lipid,-1.883,21
Lipid | ApoB,T14,Lipid,-0.91,21
Lipid | ApoB,T15,Lipid,-0.539,21
Lipid | ApoB,T16,Lipid,0.844,21
Lipid | ApoB,T17,Lipid,0.821,21
Lipid | ApoB,T18,Lipid,1.458,21
Lipid | ApoB,T19,Lipid,0.879,21
Lipid | ApoB,T20,Lipid,0.527,21
Lipid | ApoB,T21,Lipid,1.184,21
Lipid | ApoB,T22,Lipid,0.442,21
Lipid | ApoB,T23,Lipid,0.558,21
Lipid | ApoB,T24,Lipid,-0.023,21
Lipid | ApoB,T25,Lipid,0.75,21
Lipid | ApoB,T26,Lipid,1.302,21
Lipid | ApoB,T27,Lipid,1.206,21
Lipid | ApoB,T28,Lipid,0.178,21
Lipid | ApoB,T29,Lipid,0.734,21
Lipid | ApoB,T30,Lipid,0.441,21
Lipid | ApoB,T31,Lipid,0.453,21
Lipid | ApoB,T32,Lipid,-0.483,21
Lipid | ApoB,T33,Lipid,-1.17,21
Lipid | ApoB,T34,Lipid,-0.71,21
Lipid | ApoB,T35,Lipid,-0.645,21
Lipid | ApoB,T36,Lipid,0.169,21
Lipid | ApoA1,T01,Lipid,-1.214,22
Lipid | ApoA1,T02,Lipid,-0.327,22
Lipid | ApoA1,T03,Lipid,0.423,22
Lipid | ApoA1,T04,Lipid,0.041,22
Lipid | ApoA1,T05,Lipid,0.317,22
Lipid | ApoA1,T06,Lipid,-0.641,22
Lipid | ApoA1,T07,Lipid,-0.87,22
Lipid | ApoA1,T08,Lipid,-0.204,22
Lipid | ApoA1,T09,Lipid,-0.994,22
Lipid | ApoA1,T10,Lipid,-1.294,22
Lipid | ApoA1,T11,Lipid,-1.841,22
Lipid | ApoA1,T12,Lipid,-1.346,22
Lipid | ApoA1,T13,Lipid,-1.361,22
Lipid | ApoA1,T14,Lipid,0.054,22
Lipid | ApoA1,T15,Lipid,1.344,22
Lipid | ApoA1,T16,Lipid,1.334,22
Lipid | ApoA1,T17,Lipid,1.436,22
Lipid | ApoA1,T18,Lipid,0.928,22
Lipid | ApoA1,T19,Lipid,1.002,22
Lipid | ApoA1,T20,Lipid,1.694,22
Lipid | ApoA1,T21,Lipid,0.514,22
Lipid | ApoA1,T22,Lipid,0.56,22
Lipid | ApoA1,T23,Lipid,0.927,22
Lipid | ApoA1,T24,Lipid,1.364,22
Lipid | ApoA1,T25,Lipid,0.994,22
Lipid | ApoA1,T26,Lipid,1.0,22
Lipid | ApoA1,T27,Lipid,1.052,22
Lipid | ApoA1,T28,Lipid,0.535,22
Lipid | ApoA1,T29,Lipid,0.127,22
Lipid | ApoA1,T30,Lipid,-0.035,22
Lipid | ApoA1,T31,Lipid,-0.568,22
Lipid | ApoA1,T32,Lipid,-0.301,22
Lipid | ApoA1,T33,Lipid,-1.089,22
Lipid | ApoA1,T34,Lipid,-0.948,22
Lipid | ApoA1,T35,Lipid,-1.635,22
Lipid | ApoA1,T36,Lipid,-0.978,22
Lipid | Lp_a,T01,Lipid,-1.267,23
Lipid | Lp_a,T02,Lipid,-0.89,23
Lipid | Lp_a,T03,Lipid,-0.668,23
Lipid | Lp_a,T04,Lipid,-0.665,23
Lipid | Lp_a,T05,Lipid,-0.001,23
Lipid | Lp_a,T06,Lipid,-0.171,23
Lipid | Lp_a,T07,Lipid,-0.24,23
Lipid | Lp_a,T08,Lipid,-0.407,23
Lipid | Lp_a,T09,Lipid,-0.274,23
Lipid | Lp_a,T10,Lipid,-1.099,23
Lipid | Lp_a,T11,Lipid,-0.443,23
Lipid | Lp_a,T12,Lipid,-0.843,23
Lipid | Lp_a,T13,Lipid,-0.413,23
Lipid | Lp_a,T14,Lipid,0.341,23
Lipid | Lp_a,T15,Lipid,1.062,23
Lipid | Lp_a,T16,Lipid,1.011,23
Lipid | Lp_a,T17,Lipid,1.472,23
Lipid | Lp_a,T18,Lipid,1.671,23
Lipid | Lp_a,T19,Lipid,1.437,23
Lipid | Lp_a,T20,Lipid,1.399,23
Lipid | Lp_a,T21,Lipid,1.744,23
Lipid | Lp_a,T22,Lipid,0.906,23
Lipid | Lp_a,T23,Lipid,0.642,23
Lipid | Lp_a,T24,Lipid,0.603,23
Lipid | Lp_a,T25,Lipid,0.916,23
Lipid | Lp_a,T26,Lipid,0.767,23
Lipid | Lp_a,T27,Lipid,0.94,23
Lipid | Lp_a,T28,Lipid,0.629,23
Lipid | Lp_a,T29,Lipid,-0.008,23
Lipid | Lp_a,T30,Lipid,0.082,23
Lipid | Lp_a,T31,Lipid,-1.02,23
Lipid | Lp_a,T32,Lipid,-1.278,23
Lipid | Lp_a,T33,Lipid,-1.394,23
Lipid | Lp_a,T34,Lipid,-1.502,23
Lipid | Lp_a,T35,Lipid,-1.454,23
Lipid | Lp_a,T36,Lipid,-1.585,23
Lipid | Non_HDL_C,T01,Lipid,-1.082,24
Lipid | Non_HDL_C,T02,Lipid,-1.244,24
Lipid | Non_HDL_C,T03,Lipid,-0.822,24
Lipid | Non_HDL_C,T04,Lipid,-0.629,24
Lipid | Non_HDL_C,T05,Lipid,-0.338,24
Lipid | Non_HDL_C,T06,Lipid,-0.678,24
Lipid | Non_HDL_C,T07,Lipid,-0.425,24
Lipid | Non_HDL_C,T08,Lipid,-0.058,24
Lipid | Non_HDL_C,T09,Lipid,-0.555,24
Lipid | Non_HDL_C,T10,Lipid,0.007,24
Lipid | Non_HDL_C,T11,Lipid,0.191,24
Lipid | Non_HDL_C,T12,Lipid,0.097,24
Lipid | Non_HDL_C,T13,Lipid,0.386,24
Lipid | Non_HDL_C,T14,Lipid,0.634,24
Lipid | Non_HDL_C,T15,Lipid,1.102,24
Lipid | Non_HDL_C,T16,Lipid,1.424,24
Lipid | Non_HDL_C,T17,Lipid,1.567,24
Lipid | Non_HDL_C,T18,Lipid,1.546,24
Lipid | Non_HDL_C,T19,Lipid,1.451,24
Lipid | Non_HDL_C,T20,Lipid,1.203,24
Lipid | Non_HDL_C,T21,Lipid,1.32,24
Lipid | Non_HDL_C,T22,Lipid,0.814,24
Lipid | Non_HDL_C,T23,Lipid,0.888,24
Lipid | Non_HDL_C,T24,Lipid,0.755,24
Lipid | Non_HDL_C,T25,Lipid,0.762,24
Lipid | Non_HDL_C,T26,Lipid,0.522,24
Lipid | Non_HDL_C,T27,Lipid,0.373,24
Lipid | Non_HDL_C,T28,Lipid,0.147,24
Lipid | Non_HDL_C,T29,Lipid,-0.002,24
Lipid | Non_HDL_C,T30,Lipid,-0.274,24
Lipid | Non_HDL_C,T31,Lipid,-1.141,24
Lipid | Non_HDL_C,T32,Lipid,-1.299,24
Lipid | Non_HDL_C,T33,Lipid,-1.701,24
Lipid | Non_HDL_C,T34,Lipid,-1.689,24
Lipid | Non_HDL_C,T35,Lipid,-1.529,24
Lipid | Non_HDL_C,T36,Lipid,-1.726,24
Renal | Creatinine,T01,Renal,0.997,25
Renal | Creatinine,T02,Renal,1.205,25
Renal | Creatinine,T03,Renal,1.016,25
Renal | Creatinine,T04,Renal,0.723,25
Renal | Creatinine,T05,Renal,0.635,25
Renal | Creatinine,T06,Renal,0.225,25
Renal | Creatinine,T07,Renal,0.057,25
Renal | Creatinine,T08,Renal,-0.295,25
Renal | Creatinine,T09,Renal,-0.912,25
Renal | Creatinine,T10,Renal,-1.05,25
Renal | Creatinine,T11,Renal,-1.382,25
Renal | Creatinine,T12,Renal,-1.519,25
Renal | Creatinine,T13,Renal,-1.629,25
Renal | Creatinine,T14,Renal,-1.742,25
Renal | Creatinine,T15,Renal,-1.826,25
Renal | Creatinine,T16,Renal,-1.55,25
Renal | Creatinine,T17,Renal,-1.57,25
Renal | Creatinine,T18,Renal,-1.289,25
Renal | Creatinine,T19,Renal,-1.086,25
Renal | Creatinine,T20,Renal,-0.15,25
Renal | Creatinine,T21,Renal,0.264,25
Renal | Creatinine,T22,Renal,0.843,25
Renal | Creatinine,T23,Renal,0.784,25
Renal | Creatinine,T24,Renal,1.036,25
Renal | Creatinine,T25,Renal,1.114,25
Renal | Creatinine,T26,Renal,0.761,25
Renal | Creatinine,T27,Renal,0.777,25
Renal | Creatinine,T28,Renal,0.499,25
Renal | Creatinine,T29,Renal,0.471,25
Renal | Creatinine,T30,Renal,0.516,25
Renal | Creatinine,T31,Renal,0.582,25
Renal | Creatinine,T32,Renal,0.535,25
Renal | Creatinine,T33,Renal,0.517,25
Renal | Creatinine,T34,Renal,0.684,25
Renal | Creatinine,T35,Renal,0.946,25
Renal | Creatinine,T36,Renal,0.815,25
Renal | BUN,T01,Renal,0.531,26
Renal | BUN,T02,Renal,0.474,26
Renal | BUN,T03,Renal,0.435,26
Renal | BUN,T04,Renal,0.207,26
Renal | BUN,T05,Renal,-0.068,26
Renal | BUN,T06,Renal,-0.018,26
Renal | BUN,T07,Renal,-0.234,26
Renal | BUN,T08,Renal,-0.846,26
Renal | BUN,T09,Renal,-0.886,26
Renal | BUN,T10,Renal,-1.073,26
Renal | BUN,T11,Renal,-1.358,26
Renal | BUN,T12,Renal,-1.644,26
Renal | BUN,T13,Renal,-1.803,26
Renal | BUN,T14,Renal,-1.706,26
Renal | BUN,T15,Renal,-1.63,26
Renal | BUN,T16,Renal,-1.501,26
Renal | BUN,T17,Renal,-1.285,26
Renal | BUN,T18,Renal,-1.029,26
Renal | BUN,T19,Renal,-0.388,26
Renal | BUN,T20,Renal,0.146,26
Renal | BUN,T21,Renal,0.635,26
Renal | BUN,T22,Renal,1.053,26
Renal | BUN,T23,Renal,1.512,26
Renal | BUN,T24,Renal,1.345,26
Renal | BUN,T25,Renal,1.52,26
Renal | BUN,T26,Renal,1.141,26
Renal | BUN,T27,Renal,1.171,26
Renal | BUN,T28,Renal,1.0,26
Renal | BUN,T29,Renal,0.663,26
Renal | BUN,T30,Renal,0.768,26
Renal | BUN,T31,Renal,0.548,26
Renal | BUN,T32,Renal,0.349,26
Renal | BUN,T33,Renal,0.4,26
Renal | BUN,T34,Renal,0.592,26
Renal | BUN,T35,Renal,0.594,26
Renal | BUN,T36,Renal,0.383,26
Renal | Uric_Acid,T01,Renal,0.093,27
Renal | Uric_Acid,T02,Renal,0.1,27
Renal | Uric_Acid,T03,Renal,-0.038,27
Renal | Uric_Acid,T04,Renal,0.229,27
Renal | Uric_Acid,T05,Renal,-0.151,27
Renal | Uric_Acid,T06,Renal,-0.349,27
Renal | Uric_Acid,T07,Renal,-0.395,27
Renal | Uric_Acid,T08,Renal,-0.805,27
Renal | Uric_Acid,T09,Renal,-0.864,27
Renal | Uric_Acid,T10,Renal,-1.4,27
Renal | Uric_Acid,T11,Renal,-1.428,27
Renal | Uric_Acid,T12,Renal,-1.37,27
Renal | Uric_Acid,T13,Renal,-1.368,27
Renal | Uric_Acid,T14,Renal,-1.644,27
Renal | Uric_Acid,T15,Renal,-1.572,27
Renal | Uric_Acid,T16,Renal,-1.22,27
Renal | Uric_Acid,T17,Renal,-1.085,27
Renal | Uric_Acid,T18,Renal,-0.646,27
Renal | Uric_Acid,T19,Renal,-0.003,27
Renal | Uric_Acid,T20,Renal,0.393,27
Renal | Uric_Acid,T21,Renal,0.776,27
Renal | Uric_Acid,T22,Renal,1.312,27
Renal | Uric_Acid,T23,Renal,1.757,27
Renal | Uric_Acid,T24,Renal,1.622,27
Renal | Uric_Acid,T25,Renal,1.734,27
Renal | Uric_Acid,T26,Renal,1.405,27
Renal | Uric_Acid,T27,Renal,1.517,27
Renal | Uric_Acid,T28,Renal,1.31,27
Renal | Uric_Acid,T29,Renal,0.661,27
Renal | Uric_Acid,T30,Renal,0.594,27
Renal | Uric_Acid,T31,Renal,0.261,27
Renal | Uric_Acid,T32,Renal,0.199,27
Renal | Uric_Acid,T33,Renal,0.362,27
Renal | Uric_Acid,T34,Renal,0.033,27
Renal | Uric_Acid,T35,Renal,0.033,27
Renal | Uric_Acid,T36,Renal,-0.052,27
Renal | Cystatin_C,T01,Renal,-0.183,28
Renal | Cystatin_C,T02,Renal,-0.755,28
Renal | Cystatin_C,T03,Renal,-0.36,28
Renal | Cystatin_C,T04,Renal,-0.301,28
Renal | Cystatin_C,T05,Renal,-0.406,28
Renal | Cystatin_C,T06,Renal,-0.264,28
Renal | Cystatin_C,T07,Renal,-0.319,28
Renal | Cystatin_C,T08,Renal,-0.8,28
Renal | Cystatin_C,T09,Renal,-0.485,28
Renal | Cystatin_C,T10,Renal,-1.107,28
Renal | Cystatin_C,T11,Renal,-0.883,28
Renal | Cystatin_C,T12,Renal,-1.138,28
Renal | Cystatin_C,T13,Renal,-1.281,28
Renal | Cystatin_C,T14,Renal,-1.268,28
Renal | Cystatin_C,T15,Renal,-1.149,28
Renal | Cystatin_C,T16,Renal,-0.962,28
Renal | Cystatin_C,T17,Renal,-0.85,28
Renal | Cystatin_C,T18,Renal,-0.372,28
Renal | Cystatin_C,T19,Renal,0.062,28
Renal | Cystatin_C,T20,Renal,0.58,28
Renal | Cystatin_C,T21,Renal,1.199,28
Renal | Cystatin_C,T22,Renal,1.612,28
Renal | Cystatin_C,T23,Renal,1.98,28
Renal | Cystatin_C,T24,Renal,2.15,28
Renal | Cystatin_C,T25,Renal,1.975,28
Renal | Cystatin_C,T26,Renal,1.953,28
Renal | Cystatin_C,T27,Renal,1.054,28
Renal | Cystatin_C,T28,Renal,1.047,28
Renal | Cystatin_C,T29,Renal,0.634,28
Renal | Cystatin_C,T30,Renal,0.424,28
Renal | Cystatin_C,T31,Renal,0.141,28
Renal | Cystatin_C,T32,Renal,-0.186,28
Renal | Cystatin_C,T33,Renal,-0.286,28
Renal | Cystatin_C,T34,Renal,-0.487,28
Renal | Cystatin_C,T35,Renal,-0.328,28
Renal | Cystatin_C,T36,Renal,-0.638,28
Renal | eGFR,T01,Renal,-0.625,29
Renal | eGFR,T02,Renal,-0.659,29
Renal | eGFR,T03,Renal,-0.614,29
Renal | eGFR,T04,Renal,-0.458,29
Renal | eGFR,T05,Renal,-0.354,29
Renal | eGFR,T06,Renal,-0.075,29
Renal | eGFR,T07,Renal,0.227,29
Renal | eGFR,T08,Renal,-0.137,29
Renal | eGFR,T09,Renal,-0.507,29
Renal | eGFR,T10,Renal,-0.442,29
Renal | eGFR,T11,Renal,-0.564,29
Renal | eGFR,T12,Renal,-0.932,29
Renal | eGFR,T13,Renal,-1.078,29
Renal | eGFR,T14,Renal,-0.943,29
Renal | eGFR,T15,Renal,-0.799,29
Renal | eGFR,T16,Renal,-1.08,29
Renal | eGFR,T17,Renal,-0.726,29
Renal | eGFR,T18,Renal,-0.164,29
Renal | eGFR,T19,Renal,0.257,29
Renal | eGFR,T20,Renal,1.068,29
Renal | eGFR,T21,Renal,1.225,29
Renal | eGFR,T22,Renal,2.29,29
Renal | eGFR,T23,Renal,1.959,29
Renal | eGFR,T24,Renal,1.914,29
Renal | eGFR,T25,Renal,2.035,29
Renal | eGFR,T26,Renal,1.526,29
Renal | eGFR,T27,Renal,1.27,29
Renal | eGFR,T28,Renal,0.811,29
Renal | eGFR,T29,Renal,0.35,29
Renal | eGFR,T30,Renal,-0.152,29
Renal | eGFR,T31,Renal,-0.295,29
Renal | eGFR,T32,Renal,-0.676,29
Renal | eGFR,T33,Renal,-0.632,29
Renal | eGFR,T34,Renal,-0.915,29
Renal | eGFR,T35,Renal,-1.034,29
Renal | eGFR,T36,Renal,-1.069,29
Renal | NGAL,T01,Renal,-1.03,30
Renal | NGAL,T02,Renal,-1.064,30
Renal | NGAL,T03,Renal,-0.889,30
Renal | NGAL,T04,Renal,-0.386,30
Renal | NGAL,T05,Renal,-0.561,30
Renal | NGAL,T06,Renal,0.103,30
Renal | NGAL,T07,Renal,0.008,30
Renal | NGAL,T08,Renal,0.019,30
Renal | NGAL,T09,Renal,-0.155,30
Renal | NGAL,T10,Renal,0.066,30
Renal | NGAL,T11,Renal,-0.156,30
Renal | NGAL,T12,Renal,-0.382,30
Renal | NGAL,T13,Renal,-0.358,30
Renal | NGAL,T14,Renal,-0.756,30
Renal | NGAL,T15,Renal,-0.805,30
Renal | NGAL,T16,Renal,-0.703,30
Renal | NGAL,T17,Renal,-0.333,30
Renal | NGAL,T18,Renal,-0.105,30
Renal | NGAL,T19,Renal,0.5,30
Renal | NGAL,T20,Renal,0.731,30
Renal | NGAL,T21,Renal,1.524,30
Renal | NGAL,T22,Renal,1.865,30
Renal | NGAL,T23,Renal,1.985,30
Renal | NGAL,T24,Renal,2.211,30
Renal | NGAL,T25,Renal,1.938,30
Renal | NGAL,T26,Renal,1.49,30
Renal | NGAL,T27,Renal,1.151,30
Renal | NGAL,T28,Renal,0.647,30
Renal | NGAL,T29,Renal,0.174,30
Renal | NGAL,T30,Renal,-0.3,30
Renal | NGAL,T31,Renal,-0.814,30
Renal | NGAL,T32,Renal,-0.887,30
Renal | NGAL,T33,Renal,-1.222,30
Renal | NGAL,T34,Renal,-1.348,30
Renal | NGAL,T35,Renal,-1.21,30
Renal | NGAL,T36,Renal,-0.948,30
Renal | KIM1,T01,Renal,-1.314,31
Renal | KIM1,T02,Renal,-1.246,31
Renal | KIM1,T03,Renal,-1.008,31
Renal | KIM1,T04,Renal,-0.54,31
Renal | KIM1,T05,Renal,-0.723,31
Renal | KIM1,T06,Renal,0.032,31
Renal | KIM1,T07,Renal,-0.166,31
Renal | KIM1,T08,Renal,0.056,31
